1,1,9.999000099990002E-5,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
93,2,0.009299070092990702,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
94,1,0.0093990600939906,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
94,2,0.0093990600939906,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
95,1,0.009499050094990502,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
95,2,0.009499050094990502,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
96,1,0.009599040095990401,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
96,2,0.009599040095990401,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
97,1,0.0096990300969903,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
97,2,0.0096990300969903,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
98,1,0.009799020097990201,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
98,2,0.009799020097990201,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
99,1,0.0098990100989901,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
99,2,0.0098990100989901,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
100,1,0.009999000099990002,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
100,2,0.009999000099990002,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
101,1,0.0100989901009899,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
101,2,0.0100989901009899,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
102,1,0.010198980101989802,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
102,2,0.010198980101989802,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
103,1,0.010298970102989701,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
103,2,0.010298970102989701,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
104,1,0.0103989601039896,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
104,2,0.0103989601039896,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
105,1,0.010498950104989501,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
105,2,0.010498950104989501,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
106,1,0.0105989401059894,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
106,2,0.0105989401059894,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
107,1,0.010698930106989302,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
107,2,0.010698930106989302,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
108,1,0.010798920107989201,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
108,2,0.010798920107989201,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
109,1,0.0108989101089891,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
109,2,0.0108989101089891,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
110,1,0.010998900109989001,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
110,2,0.010998900109989001,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
111,1,0.0110988901109889,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
111,2,0.0110988901109889,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
112,1,0.011198880111988802,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
112,2,0.011198880111988802,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
113,1,0.0112988701129887,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
113,2,0.0112988701129887,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
114,1,0.011398860113988602,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
114,2,0.011398860113988602,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
115,1,0.011498850114988501,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
115,2,0.011498850114988501,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
116,1,0.0115988401159884,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
116,2,0.0115988401159884,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
117,1,0.011698830116988301,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
117,2,0.011698830116988301,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
118,1,0.0117988201179882,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
118,2,0.0117988201179882,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
119,1,0.011898810118988102,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
119,2,0.011898810118988102,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
120,1,0.011998800119988001,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
120,2,0.011998800119988001,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
121,1,0.012098790120987902,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
121,2,0.012098790120987902,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
122,1,0.012198780121987801,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
122,2,0.012198780121987801,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
123,1,0.0122987701229877,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
123,2,0.0122987701229877,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
124,1,0.012398760123987601,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
124,2,0.012398760123987601,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
125,1,0.0124987501249875,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
125,2,0.0124987501249875,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
126,1,0.012598740125987402,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
126,2,0.012598740125987402,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
127,1,0.012698730126987301,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
127,2,0.012698730126987301,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
128,1,0.012798720127987202,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
128,2,0.012798720127987202,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
129,1,0.012898710128987101,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
129,2,0.012898710128987101,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
130,1,0.012998700129987,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
130,2,0.012998700129987,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
131,1,0.013098690130986902,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
131,2,0.013098690130986902,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
132,1,0.0131986801319868,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
132,2,0.0131986801319868,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
133,1,0.013298670132986702,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
133,2,0.013298670132986702,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
134,1,0.013398660133986601,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
134,2,0.013398660133986601,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
135,1,0.013498650134986502,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
135,2,0.013498650134986502,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
136,1,0.013598640135986401,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
136,2,0.013598640135986401,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
137,1,0.0136986301369863,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
137,2,0.0136986301369863,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
138,1,0.013798620137986202,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
138,2,0.013798620137986202,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
139,1,0.013898610138986101,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
139,2,0.013898610138986101,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
140,1,0.013998600139986002,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
140,2,0.013998600139986002,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
141,1,0.014098590140985901,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
141,2,0.014098590140985901,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
142,1,0.014198580141985802,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
142,2,0.014198580141985802,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
143,1,0.014298570142985701,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
143,2,0.014298570142985701,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
144,1,0.0143985601439856,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
144,2,0.0143985601439856,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
145,1,0.014498550144985502,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
145,2,0.014498550144985502,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
146,1,0.014598540145985401,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
146,2,0.014598540145985401,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
147,1,0.014698530146985302,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
147,2,0.014698530146985302,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
148,1,0.014798520147985201,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
148,2,0.014798520147985201,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
149,1,0.014898510148985102,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
149,2,0.014898510148985102,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
150,1,0.014998500149985002,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
150,2,0.014998500149985002,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
151,1,0.0150984901509849,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
151,2,0.0150984901509849,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
152,1,0.015198480151984802,AgentGG@0,(Offer  bid:Bid[Segmentation: all to one(farmer), Water Canal: Medium, Park: Small, Functionality: Farming])
152,2,0.015198480151984802,AgentGG@1,(Offer  bid:Bid[Segmentation: all to one(cons. comp.), Water Canal: Medium, Park: None, Functionality: Commercial])
